tweetId,tweet,favorites
1653635117426851840,Solar Eclipse from Space... https://t.co/iOGti02ZXg,101070
1688452416147189760,"☢️🛁 Chaque année, 26 milliards de m3 d’eau sont prélevés pour refroidir les réacteurs atomiques en France. Cela équivaut au volume de 20 piscines olympiques prélevées chaque minute !

👉 Prenons conscience de l'urgence d'agir ! #1Minute 

https://t.co/1Lkv4mjwtp https://t.co/FeYrvk3GmD",43
1599800291331026944,"Elon Musk's Twitter is planning to lay off the remaining 20+ janitors at their HQ &amp; fire the union contractor along w the workers who fought &amp; won their wages &amp; benefits.

I'll be sworn in today to a full term--I stopped here first to let them know they have my/our full support. https://t.co/H3lCVIf4Sn",1131
1607761150338293760,Seriously @Google? There were no other verbs you could have used? Why promote antisemitic tropes? https://t.co/SMLQPPbzTI,329
1660736277979987968,"WATCH THIS VIDEO

A Florida public school staff member, risking her job, documented a glimpse of what’s currently happening at her school. The state has come in and removed hundreds of thousands of books from their school library deeming the books “inappropriate”. 👇 https://t.co/0POXQF3whR",6667
1639677612044832768,"Fashion Icon, Papa Francisco deixa cristãos em polvorosa com looks elaborados por seu novo personal stylist. O que acharam? https://t.co/ONkfVSPz0T",7232
1642170877566414848,"RT @ChoiNoor: Some of the words that attracted me from the cover  by SEUNGSIK 
very Influential💛💙🥹🫂
#SEUNGSIK
#승식 https://t.co/Wm9tx85q8d",0
1689727206606712832,Morte do atacante do Bahia: por que uma pessoa de 36 anos pode sofrer um mal súbito? https://t.co/gpiOzCeh85,137
1678496893913972736,"If Covid continues to kill 4,000 Americans each week, now consider how many people are surviving, now disabled. 

“The CDC is still reporting an average of 4,000 deaths weekly.” https://t.co/4WbLSWggGb",1378
1688817705242013696,"888 Der Hagel in Reutlingen am 5.8. lag gestern noch bei 24 °C und schmolz nicht weg! 

Auch ein Feuerzeug brachte das ""Eis"" nicht zum Schmelzen! 

Was also haben diese ..... (🤬Selbstzensur!) da regnen lassen? https://t.co/LhxadCc3f3",878
1685259120327204864,"URGENTE 🚨🚨🚨😳😳😳 Papa diz que alcoólatras, autistas e pessoas com deficiência devem ser sacrificados para 'lutar contra as mudanças climáticas'😱

Os comentários do Papa Francisco causaram uma tempestade no Vaticano, mas deveria estar realmente surpreso com seu apoio ao https://t.co/v5hGxEdb07",9882
1690462169941282816,"Mais um absurdo revelado por @recafardo no @Estadao: a era PT quer acabar com a obrigatoriedade do inglês no ensino médio das escolas públicas. Ou seja, quer aprofundar o fosso entre pobres e ricos no mercado de trabalho.",4774
1684464781976121344,https://t.co/Pl3JThLXVJ,4013
1622561983869640704,"Inside visuals of Turkey Famous Hotel ...
#Turkey #TurkeyEarthquake #Turkiye #Turkish #TurkeyQuake #turkeyhelp #turkifsa #Turquia #Syria #syriaearthquake #Syria_earthquake #Syrian https://t.co/QkRCXAYfbz",13722
1622504967280926720,"#Turkey has been rocked by a devasting #earthquake. The double whammy of #Tsunami and earthquake will break the economy of the country, which was already struggling. May Allah(SAW) grant the people the strength to survive this tragedy.

#earthquaketurkey 
#deprem 
#DEPREMOLDU https://t.co/gsmkTfpfoS",223
1684593257076936704,"RED DEAD REDEMPTION REMASTER IS REAL LET’S GOOO 🤠

An update on Rockstar’s website all but confirms the release is close. Announcement is imminent!! https://t.co/kAeIirJLxN",29466
1616127845515886592,Idk who needs to hear this but George Floyd overdosed on fentanyl,5458
1678926858023305216,Humiliated. https://t.co/aJd0Tezy47,58660
1672191806363283456,'Rancho Zema': governador de MG investe R$ 41 milhões para reformar estrada que leva a sítio de sua família https://t.co/AI8p49lqTQ,8765
1673213695231660032,"こんな所もあるらしい
現金派です https://t.co/FMRDUBPOid",69775
1680698992647184384,"Every gun removed off our streets is a potential life saved. 

This morning, @NYPD113Pct Public Safety Officers arrested two people &amp; recovered a loaded defaced gun &amp; switchblade knife after conducting a car stop. Your officers will remain on the front lines ensuring your safety. https://t.co/LMXKHSWSfO",105
1689311084962799616,"In a stupendously repulsive (and now deleted) tweet, Diane Abbott turns today's disaster in the Med - when 41 drowned - into a thinly-veiled attack on @LeeAndersonMP_ 

Surely Abbott ought to be suspended from the Labour Party over this obscene outburst? https://t.co/1eQP1OSmZf",7135
1689361582545854464,"This is extremely sad news.

The 14-year-old viral rapper Lil Tay (Claire Hope) has died along with her 21 year-old brother Jason Tian. 

There is no word yet on the cause of death of these two incredibly talented young kids.

As seen in the video below of Lil Tay when she was https://t.co/Rn5beWZQUf",1612
1628079099372802048,"Switch to fast and 99.9% reliable internet on the next generation 10G Network, only from Xfinity.",519
1680322399332343808,@911Literatura Deve ser muito bom,0
1686825738320678912,"Body odor is completely made up.

Marketers invented it to sell stuff and fuel a twenty two BILLION dollar industry.

Here's the quick story 👇 https://t.co/ayJJJJkBID",203
1689088491450499072,"Kim Kardashian shares new photos after getting a Prenuvo full-body scan: 

“[It] has the ability to detect cancer and diseases such as aneurysms in its earliest stages, before symptoms arise. It was like getting a MRI for an hour with no radiation. It has really saved some of my https://t.co/hqqax0ctXe",19743
1683354401509867520,"Elon Musk ya cambió la animación del like, antes era un corazón, ahora es una #X … 👇🏼 El fin de una era. https://t.co/33uG1vfIjA",86849
1656142497415073792,"=============================
【2023.05.10更新】
ダイスケ式塩水療法ver.4
=============================                 

まずは実践者のよろこびの声からどうぞ！
=============================
""この塩水を飲み始めて、",214
1637121693687660544,https://t.co/hYjQXJyEfZ,133
1670605860983193600,"Se vocês abrirem o Reclame Aqui da Betano, empresa q coloca DEZENAS DE MILHÕES DE REAIS na Record…

Vão ver milhares de reclamações alegando q o site é fraude, golpe, etc.

Mta gente alegando q não recebe.

Exatamente igual, como expliquei no meu vídeo.

E aí @recordtvoficial ?? https://t.co/lzB6BafHmI",4311
1685676421144858624,Lo bueno es que Verstappen y Checo Pérez tienen el mismo auto verdad… #GPBelgica #formula1 #BelgianGP https://t.co/UldmZ6wnkU,835
1604944661063163904,i like how over the weekend it was basically confirmed the CIA killed JFK but it was so unsurprising and common sense that we just kinda went “yeah” and moved on,80427
1681014307587346432,When we stop believing the mNRA vaccine agenda.... they put it in the food supply. GET A MAGNET. Do your research. Buy from a local farmer! https://t.co/MkvFyzO0mh,5388
1691287348846157824,"Used to be 1 in 3,000 children had Autism, now it's 1 in 68.",9207
1680749475466182656,"I’m trying to tell you, this is the healthiest President Trump has ever been. Honestly we know he won it’s basically optics at this point. https://t.co/10ly2BwAQi",7100
1620358517701120000,Chicago prosecutors to drop sexual assault cases against R. Kelly 👀😳 https://t.co/YvybRFwfBl,27744
1659528948160552960,RT @catturd2: Imagine having a family that hates you so much - they'll let you embarrass yourself in front of the world for power.  A lovin…,0
1636554101692542976,"BREAKING: President Trump calls out DeSantis for paying thousands to the @TheBabylonBee to slander him, while pretending he's not running for President. https://t.co/NLZ15dvOX1",118
1559038947791175680,Dr Faucie and Barack Obama in Wuhan lab China before Covid19 was unleashed. https://t.co/cHxMGohFaj,168
1574599606280736768,"I’m not a journalist, so I can’t say whether Maggie Haberman is doing her job appropriately.

I am a lawyer, though, so I can say her failure to report Trump’s felonies upon discovering them — saving them for her book instead — appears to be misprision, which is itself a felony.",58075
1639378384592719872,"😱 🤯 😱 🤯 😱 🤯 😱 🤯 😱 🤯 😱 🤯.

Sorry, the cat's out of the bag. GitHub is no longer secure (at least not until they change their keys). https://t.co/cLbbzN5TJ1",94
1659557014362791936,RT @liltigerch: ในวันที่ประเท่ดเกาหลียังไม่เปิดกว้างเรื่องเพศ แต่น้องฟิมทำได้ https://t.co/FwJw4CSzjs,0
1656781504066777088,Los CHEMTRAILS llegan al Congreso #Horizonte https://t.co/IYKAFRH3xk,1126
1667222526840426496,スシロー高校生「高校自主退学しました！賠償金9300万円です！世界中に晒されました！」 https://t.co/OAW1dLPWRS,28662
1679682086058459136,報道してたんじゃん(笑) https://t.co/ajgiB1eTK4,4179
1683428709364105216,"One day you are decisive in order to form a Spanish government, the next day Spain orders your arrest.",10684
1643467168670183424,Labeling @NPR state-affiliated media is wholly inaccurate and untruthful. NPR gets LESS THAN 2% of its funding from grants through the federal government. NPR’s newsroom is an absolutely free and independent newsroom; always has been. This label is a LIE and an insult. https://t.co/2iS04hMeQ1,4658
1667537109056385024,"The question of whether Trump should have kept those documents is fundamentally a political question.  Criticize it, attack it, vote against it. But prosecuting a president over his own government’s documents is turning a political issue into a legal one.",5772
1668976175207837696,"Tesla's self-driving capability is something like 10 times more deadly than a regular car piloted by a human, per an analysis of a new government report. @ryanlcooper has it:
https://t.co/QwsNL4S698",16837
1536385664983482368,Isn’t it CRAZY how the feds can infiltrated the Patriot Front so quickly!? Like before anything happened… Where was that energy when BLM destroyed our cities? 😴,1933
1566401837279895552,"At the rally for Mehmet Oz in Pennsylvania, they literally sold Nazi flags at the merchandise stands for his supporters.

Pennsylvanians won't stand for this. We will proudly elect John Fetterman &amp; send this scumbag back to New Jersey.",7048
1592185666263302144,"In 1791, the Second Amendment was written. 

In 1847, the bullet was invented. 

Thus, the Second Amendment only applies to muskets.",51654
1690631430286819328,「ポリコレが爆死した」だとヌルいので「ディズニーのポリコレ専門部署は7月に業績不振の引責で解体」「ゲーム業界をポリコレに染め上げたアニタ・サーキシアンは8月に非営利団体の活動終了を宣言」って具体的に言っていこ,12014
1607874309065969664,"Wrapping up one of the most productive legislative sessions in recent history with one or two… or sixty five final bills to sign.

Thanks to my friends in Congress for making it possible. https://t.co/W6TNcB5ovd",46785
1549099037332107264,"The armed bystander, who shot and killed the Greenwood Park Mall mass shooter, was identified as Elisjsha Dicken. He did not have a permit for the gun, but was carrying legally under Indiana's new ""Constitutional Carry"" law.
https://t.co/hyKOyyeuJf",3183
1685780407831416832,"外国人はマーガリンを食べてる日本人を見て頭おかしいと思うそうです

マーガリンは食べるプラスチック

人工的に作られたバターに似た人工油

病院食では朝飯にパンとマーガリンが出てくることが多い

何故病院食で不健康なものが出てくるのでしょうか?

こんな物食べたら病気になってしまう",760
1689508400919674880,"僕は洗剤を使わない

マグネシウムで洗濯する

ただし、ガンコな油汚れは落ちにくいので、その際は過炭酸ナトリウムを使う

♦材料
マグネシウム 400g
洗濯ネット

洗濯物の量 1kgに対してマグネシウム 50g
例えば、8kgならマグネシウムは400g https://t.co/LRj5Y8fLUY",2061
1658837192335151104,Una diputada de Vox ha sido expulsada del Congreso por hablar de las listas de Bildu con etarras y Abascal ha asegurado que «la próxima tendrá que ser la Policía la que obligue» a sus parlamentarios a abandonar la tribuna.,1302
1687603968837312512,"BREAKING:

Seismic measuring stations in Romania and Bulgaria have picked up 3 distinct explosions along the Crimean Bridge https://t.co/IR7TYavD1B",19211
1679095433606438912,"What’s wrong with people these days? 

 https://t.co/8tXxklTDc9",27056
1685281760609701888,"Really BAD news about #LK99 from a group of Japanese scientists 😥

""We regret to inform that the LK99 does not work; it is not real. We are all disappointed with this confirmation and will provide more details soon. It is regrettable that everything has taken these proportions."" https://t.co/7t1YbtpK2A",216
1688162356755619840,"安倍氏国葬、氏名の74％黒塗り － 著名人、元議員ら不開示
https://t.co/jQpD63nECB",2933
1688495165793771520,"驚いた。
自衛隊は「国民」を守るのではなく「国家」を守るそうだ。
つまり体制を守るということ。
体制を批判する者、体制の決めた事に逆らう者は、自衛隊から威嚇され攻撃される（その頃には軍隊だろうが）未来が見えてくる。",17079
1685737240926801920,QUE ES ESTOOOOOOOOOO??????????????????? AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA https://t.co/B4GaMMojoY,6234
1671664581582934016,"Live footage of the explosion in Paris #Explosión #viral 
#Paris
#explosion https://t.co/aK8KgyHo32",291
1690855237035425792,MESSI EMPEZÓ A SEGUIR A JAVIER MILEI https://t.co/xLLeHbHhH7,21473
1758946142405152768,"Hard to believe in Belfast, Ireland, there are still walls separating the Catholics from the Protestants. But then again, just look at what is happening in America. In Ireland, the two groups are not allowed to mix. Intermarriage is rare, in fact, you can be excommunicated from https://t.co/sEwWZ4yo89",118
1587173560967204864,RT @RyanSummerXXX: Worshipped the heaviest cock I’ve ever seen in my life and caught it all on film. Seems like the perfect collab to annou…,0
1588358056177385472,"I must be doing something right when conservative accounts start trolling with disinformation memes.

Appreciate y’all for at least using a nice picture of me lol https://t.co/tlSaOQZdhd",5187
1608503339725258752,.@nytimes remember this? Fascists https://t.co/maHCqSXpI4,2950
1685683677789876224,"En 2020, 34,7% de l'uranium importé en France vient du Niger, 28,9 % du Kazakhstan et 26,4 % d’Ouzbékistan. Si le Niger bascule vers la Russie, 90% de notre uranium viendra de la sphère d'influence de Poutine.
Vous avez dit ""indépendance  énergétique"" ?
https://t.co/HqGn9uOw57",1611
1614022048287805440,"Hillary Clinton mishandled classified documents. 

Joe Biden mishandled classified documents. 

But the only one who gets his home raided is President Trump — and he didn’t even do anything wrong!",82471
1682824483487338496,There’s a scene in Oppenheimer where they’re deciding where to drop the bomb and one of the military guys doesn’t wanna drop it on Kyoto because he and his wife vacationed there. It’s one of the most incisive depictions of western imperialism,98764
1668254965268111360,@Vent_Yanikasu ボッチはボッチで助け合いましょ🤣,2
1690309301296943104,"Los nazis obligaron a un hombre a transicionar para evitar que una judía pudiera hacerse con la medalla de salto de pértiga.
Lo que en 1966 ( cuando la historia se descubrió) fue considerado un fraude monumental, ahora, en 2023, se considera '"" inclusión y diversidad"".
Durante https://t.co/osCkBJdMuc",1684
1684930734111244288,Ratchet &amp; Clank: Rift Apart on PC is basically unplayable without an SSD. https://t.co/sYRqb80sqo https://t.co/3pNA8wTDcP,3356
1647633339170566144,"男女共用トイレにはサニタリーボックスがないという追加情報を見て愕然…実質男性用トイレじゃないですか…大急ぎでナプキン変えなきゃならない人もいるのに、少しでも遅れたら経血が漏れてしまったりするのに。
ところで経血が服についた際、女子トイレなら洗面台で洗えますが共用は厳しいですよね…",9746
1581014964089008128,"It's currently cheaper to rent in Tokyo, Paris, or Reykjavik than in Boise or Spokane.",45785
1672383937102901248,"RT @zaratearte: ¿Y la secta petrista está enferma?
Pues: *lean los comentarios* https://t.co/nqBYW724B9",0
1685911154810298368,"El trato a soldados colombianos en Ukrania es asqueroso.

Se hace necesario que el gobierno del presidente @petrogustavo entregue un comunicado de rechazo, son muchos los casos. https://t.co/6LZAB8r6n5",3886
1655489178501804032,自民党本部です。 #新型コロナ5類移行 で、今日から党本部でのどんちゃん騒ぎ解禁ということで、党所属国会議員と魚料理を囲んで懇親する宴が開かれています。 https://t.co/jnWH5w2LOA,6750
1665799058303188992,"Donald Trump became a household name by FIRING countless people *on television*

But when it came to Fauci... https://t.co/7Lxwf75NQm",3083
1663934033145876480,"BREAKING: Elon Musk has arrived in Shanghai to discuss FSD with local officials, and is using @WholeMarsBlog's most recent videos to showcase what the technology could look like locally. https://t.co/GxqInPfYhC",535
1691107202529124352,"この7月、経口中絶薬メフィーゴパックの第2剤、ミソプロストールが「毒薬」に指定されました！

厚労省の、1980年代の「動物実験」に基づいたこの判断は、おかしすぎます。今や世界では、経口中絶薬は「超安全、超有効」な薬として、WHOは「必須医薬品コアリスト」にまで入れているのに…😱　毒薬…？",235
1686693165040807936,"Naturligtvis var SVT medvetna om händelsen i förväg. I annat fall skulle säkerheten vara usel vilket inte borde vara möjligt. Efter valet verkar statsmedia ha tappat alla hämningar? 
https://t.co/GcgQ9sjRyQ",877
1689583676516880384,"Whoa!  First time I saw giant frog !
And you?

https://t.co/z1kvS99JTn",33322
1687857313913229312,"Why? Taxpayers being taken for fools, AGAIN. https://t.co/aqTy941qsz",3126
1660517005106253824,"In ONE VAERS query, we can prove vaccines cause SIDS. Nobody can explain this.",298
1690504814655139840,"Must see: In recent weeks, there have been reports of devices discovered throughout the country that are designed to derail trains. These devices, which are often referred to as ""train derailment devices"" or ""rail sabotage devices,"" are typically placed on railway tracks and can https://t.co/2RnDI7lW8K",4415
1689643622822744064,Bro how you even do that https://t.co/KyrJIx91p4,43006
1643547584684863488,Mentally I still havent moved on from this story and I suppose on some level I never will https://t.co/h9jeyk23r1,3541
1629187093820854272,"Seriously, this entire war is 100% FAKE! https://t.co/BiQ8q6E2iJ",37202
1682370403384152064,"You would never see this in the news. 

White people in France are being slaughtered and raped in droves by Muslims refugees.

This is madness! There is going to have to be a time when white people are going to have to stand up, defend themselves and fight back! https://t.co/7jxPw6rCso",1878
1647202329827975168,How is it that anyone still supports this guy to be president? He is mentally unbalanced among other things. #NeverTrump #LoserTrump #DementiaTrump #DeSantis2024 #FalseCrying  and what’s with all the fake crying claims? He thinks his supporters are morons (and maybe he’s right). https://t.co/hKJ1jUA5Rz,174
1542565165526302720,"@Jonesilvia I traders sono un altra cosa?quindi mi stai dicendo che è una speculazione tra ricchi questo settore?se btc o altro deve diventare di uso comune,anche il minkione deve poter utilizzare bth ecc,poi vi lamentate se i poteri forti mettono in guardia gli investitori,hanno ragione",1
1664823244933722112,"BBCニュース - 米ユタ州の学区で聖書が禁止に、「下品」「暴力的」だと親が苦情

https://t.co/Shp3qlm5Ap",919
1687772725371129856,"❄️ Alemania amanece con 30 centímetros de nieve: un temporal arrasa Centroeuropa

✍ Informa Rosalía Sánchez, corresponsal en Berlín",461
1685130412094550016,"The geography of UFOs. Like a geographical map of world religions, the non-random distribution of UFO sightings is a strong indicator that this is a purely socio-cultural phenomenon. https://t.co/95LQpOsCZ0",1837
1685159172755898368,Giraffe posing for the cameras https://t.co/wnvh02qkbE,341456
1605660039993253888,نفسي افهم اي درجه الروچ الكان بيحطها دي,1
1687656459902103552,世紀の大発見と期待される、常温・常圧超伝導体LK-99の論文が、arXivに早急に公開されてしまった背景には、まさに「事実は小説よりも奇なり」と言える人間ドラマがあったそうです。（続く）,2734
1684914688813846528,"Chinese citizens with a low social credit score are prohibited from driving their own cars and even bicycles.

From now on, gas stations in China require facial recognition and identity verification to enter, and if someone with a low score tries to enter, an alarm will go off https://t.co/EKCWdSXUkm",206
1576957750839574528,It's Monday! We are about to embark on a week filled with new opportunities! #Mondaymotivation #Mondayvibe #Monday https://t.co/xnpo7j9U5o,0
1684491364854116352,"EPA: 

1.675.500 ocupados no trabajaron ninguna hora en el segundo trimestre. Eran 1.094.000 en el 2T 2019.
412.800 ocupados trabajaron menos de 9 horas a la semana. Eran 360.000 en el 2T 2019.

Menudo récord.

Datos INE.

https://t.co/jvE4iqHsIx",1867
1614079856412598272,"Gas is down more than $1.70 from its peak.

That adds up to around $180 a month for a typical family – that’s money in your pocket, not spent at the pump.",54282
1656568568299892736,https://t.co/HleAwcVzc7,2392
1669504540289417216,"ローソンとパナソニックが開発した精算と袋詰めを自動化してくれる「レジロボ」

https://t.co/dA4ygi3rkX",41929
1678929361162977280,快活クラブ…お前それ本気で言ってんのか？？？ https://t.co/ny10t3aC84,14887
1662765930940694528,"""It’s a best money we’ve ever spent""

US Senator Lindsey Graham, during a meeting with Volodymyr Zelenskyy, called the death of Russians - the best spent of US money. https://t.co/gKCc3PjSmj",4448
1600609079436533760,"BREAKING: House Financial Services Committee Chairwoman Maxine Waters (D) does not plan to subpoena Sam Bankman-Fried to testify at hearing on FTX's collapse

SBF gave tens of millions of dollars to Democrats and was their second biggest donor this last election cycle",3745
1563195115770114048,feel like it should be a bigger story that the Federal Reserve - led by a registered Republican first appointed by Trump - is manufacturing a recession,27583
1593357286373994496,"Anybody else remember the £37 Billion @MattHancock and @BorisJohnson et al blew on the Covid track and trace app that had to be binned? Never forget, never forgive.",12323
1604907271334506496,Everyone laughs at Elon Musk (rightly) for spending $44bn on Twitter. But our government spent the same amount (£37bn) on a useless Track And Trace app and now has nothing at all to show for it. They could have bought Twitter and its staff would’ve built the thing in about a week,719
1686271927906979840,"電力8社、全社が大幅黒字に　値上げで8000億円押し上げ

8社の最終損益が9405億円黒字。値上げが8000億円規模で収益を押し上げ

そもそも電気代を値上げしなくても黒字だったってこと？
値上げしたから大幅黒字になってウハウハ？
政府と結託した殿様商売、国民をバカにしてる
https://t.co/Kf6vhuqxfE",15290
1688169321858797568,"なんやねんコイツ❗️

【悲報】岸田くん、長崎の平和祈念式典欠席へ
 https://t.co/HxjeKtMNKP",12082
1618216076218896384,日本人なら必ず知っておいてほしい大麻が葬られた理由。それはアメリカの占領軍が日本人の精神的支柱であった神道の影響力を分断して弱めるためだと言われている。かつての日本では、ぜんそく、鎮痛、鎮静剤として処方もされていたのに歴史は書き換えられ、真実は知らされず日本人は衰退させられている,5224
1659670247517966336,"Bear Attack, Man is trying to run away from attacking Bear https://t.co/cbNteaUBjr",16323
1689964777726947328,"Cuando te quemas por el sol, no son las células de tu piel las que se dañan y mueren, en realidad es el ADN que se daña y luego las células deciden autodestruirse para evitar convertirse en cáncer. 

Este proceso se llama apoptosis. https://t.co/nH0uO7kM9b",59629
1568947467747528704,"A once self-described ""pro-life Texan"" had to flee to New Mexico to get an abortion — due to Texas' restrictive laws — despite facing life-threatening complications while pregnant.

""I've never felt more betrayed by a place I was once so proud to be from."" https://t.co/uHn9pnkXiV",8300
1585626644852736000,"@Rconstantino ""Parei na esquina, tirei o capacete e olhei umas meninas, 3 ou 4, bonitas. De 14 ou 15 anos arrumadinhas em pleno sábado em uma comunidade. PINTOU UM CLIMA, voltei e perguntei : Posso entrar na sua casa?” - Jair Bolsonaro.

BOLSONARO APOIA ROBERTO JEFFERSON https://t.co/rvepblHoFp",0
1681014628342546432,@RBraunmueller @achilleusDE @HubertAiwanger In England werden sie bereits wieder abgebaut. Marktwirtschaft 🤷‍♂️,3
1691545959996522496,"🚨🇺🇸Maryland, America 

Doubling down on chemtrails just outside Washington.  

Global Geo-Engineering is happening daily so please don’t be surprised that you are reading headlines about DEW use in Hawaii.  

Weather modification is very real on a scale you can’t comprehend. https://t.co/3eKSirVpVU",352
1687330840815280128,"ねぇねぇｗ　知っている？

昭和天皇も平成天皇も令和天皇も。

広島・長崎の平和祈念式典に出席したことはないんだってｗｗｗ

＃原爆

何故って？　裕仁が真犯人だからｗｗｗ https://t.co/mCyEgRzs0V",1042
1685826260864507904,"In Lansford, ND, you can buy this house for $15k. It's a little rough but livable. In the same town, Northern Plains Railroad is hiring for $25-28/hr for a Utility Mech. No experience required.

There's no 'housing shortage' -- there's a shortage of imagination and flexibility. https://t.co/tF9s4Xrc2d",4021
1690992430198235136,"🟠 Explosion du coût de la vie étudiante ! 🟠

Jamais le coût de la vie n'aura été aussi élevé que sous @EmmanuelMacron !

Sans système de protection sociale efficace pour les étudiant·e·s, la précarité continuera d'exploser.

🧶 Petit fil sur les principaux chiffres ⬇️ https://t.co/Mi3P7UiH1m",102
1555333824380555264,"""Alright class I... shit I mean... shit. Teacher want you... fucking fuck. Teacher wants class hand in their... oh for fucks sake."" https://t.co/wm7SfgSwWl",307736
1679202843893329920,https://t.co/1iD4bk9sqU,0
1651155001346240512,💬🇷🇺ロシアのラブロフ外相の『国連憲章の原則擁護を通じた効果的な多国間主義』をテーマにした国連安保理公開討論でのスピーチより https://t.co/diJfFuNWlv,795
1653206390243213312,"【LGBTQ+】2019年に男子から女子に転向、トランスジェンダー競泳選手のリア・トーマスさん「優勝したので男に戻ります！」
https://t.co/Nsb2NfsrOh",544
1658668555402108928,"おい松野！
真夏日.猛暑日に｢窓｣を開けると涼しいんかい？？
なら官邸で先にヤレよ！
永田町で先にヤレよ！
霞ヶ関で先にヤレよ！
気温が30℃で窓を開けても熱風しか入って来ないんだ！って事くらい義務教育の学生でも解るぞ！
#電気代値上げふざけるな https://t.co/gtr9ONnOri",51328
1676529182715813888,RT @HYUN_P1004: อยากบ้าตายหวะ เอ็กโซมีMD+ การ์ดครบรอบตอน11ปี เอ็กโซมีเบเนการ์ด10กว่าเว็บ เอ็กโซมีการ์ดบั้มแบบสุ่มอีก30กว่าแบบ ล่าสุดเอ็กโซ…,0
1666643257370071040,"日本政府、2035年までにガソリン車廃止へ… 　将来的に新車販売を全てEVに
https://t.co/VAee4wRSNK",3821
1680115986035515392,"「汚染水」と発音した人を、国家とそのカルト信者が目のかたきにしている。

まるで第二次大戦中のアカへの扱い。

そして、流さないで良いものをなぜ強引に流すのか。

海洋投棄して、福島県人をこれ以上 いじめるのは、やめろ。",1359
1685316376628809728,そうなのです。しかし若者の政治離れをまずは解決しなければ世代交代など実現することは不可能と言えるでしょう。,1
1536373218444881920,"米国立衛生研究所のNCBI掲載論文の冒頭に記されている一文。

「COVID-19パンデミックは歴史上最も操られた感染症イベントの1つであり、政府官僚、医師会、医療委員会、メディア、国際機関が主導する終わりのない公的嘘によって特徴づけられている」
https://t.co/zzamPaySTL",2519
1685771284297424896,"漁師・小野春雄さん（71）
「子や孫たちはどうなるのか。海を汚されるのは泣くほど悔しい」「我々の仕事場を汚す権利は誰にもない。海はゴミ箱ではない」

原水禁福島大会に550人　処理水放出「強行許さず」決議採択（毎日新聞）
 https://t.co/OHXbmRLyCV",229
1687453248347934720,"本日、新型コロナワクチン接種後の健康被害、新に186件が認定。

厚生労働省は、#心筋炎詐欺グラフ　を使い、若い世代にもワクチン接種を進めてきました。そのひとつの結果がこちらです。

10代の心筋炎関係の認定事例
・13歳 男 急性心膜心筋炎
・14歳 男 急性心膜心筋炎
・14歳 男 急性心膜心筋炎 https://t.co/BYGKDYZu23",2797
1690267884323221504,"J’étais en terrasse à Menton à prendre un verre et c’est pas si j’entends des ultrasons hyper fort, super désagréables. Je demande autour de moi, ça me dit « non j’entends rien »jusqu’à ce que je demande à un serveur si c’est moi où si y a des ultrasons. Il me répond « oui, c’est https://t.co/4QgBkUDFW4",21664
1762802798524059904,"This is HUGE.

Mercedes is SCRAPPING their plans to only make electric vehicles.

They will continue to develop petrol and diesel engines for many more years.

And Audi is doing the same.

What's going on, why are they abandoning their previous EV plans?",25364
1654579215331901440,"“Hace unos días me contaron que en San Francisco un paisano le dijo a otro: ‘Oye, vámonos ya de regreso a México, ¡qué sueño americano ni qué nada! Ahora es el sueño mexicano; ya están dando pensiones a los adultos mayores y hay trabajo. ¡Vámonos!”: presidente @lopezobrador_. https://t.co/sC6cTWoVPP",3835
1682334463596851200,"Liverpool Women’s Hospital has designated the women’s toilet as for ‘Everyone.’ 

The sign reads ‘These toilets may be used by any person regardless of gender identity or expression.’

Meanwhile the men’s toilet remains single-sex strictly for men. 

📸 @TheRealPocus https://t.co/UVZesICOJN",1722
1670914604216758272,RT @sora_no_iroto: #ミクの日 https://t.co/3ZqBvhuVju,0
1686678471144058880,"#EXCLUSIVA | Escándalo en el escrutinio del 23J.

Funcionarios abrieron los sobres del voto por correo antes de introducirlos en la urna. Algo prohibido por la ley electoral.

Difundan, se deben impugnar las elecciones. https://t.co/Qg4l2nJXXc",8941
1669990572562718720,"微熱で騒ぐのやめろ

#漫画が読めるハッシュタグ https://t.co/LzJzbvuRJZ",43069
1671900334506283008,普通に考えて、世界最大の原発事故を起こした福島が放出するものと、事故を起こしていない国が放出するものと、同じ土俵で比べることが出来ると思いますか？,920
1754235840513929216,"Adin Ross’s new cyber truck got smashed. 
 https://t.co/NOIVtI7u94",5706
1691233865174491136,"Veo que el nuevo ataque sistemático de algunas voces de la oposición, al no encontrar mayores elementos en mi contra, ha sido basado en una investigación exhaustiva de mis tuits viejos. 

En algunos de ellos, encontraron expresiones de una joven de 22 años, ciudadana enojada con",3816
1537988472157270016,"RT @khalaji_mehdi: توقف چرخه‌ی خشونت بدون شناخت خاستگاه‌هایش، و رویارویی مسئولانه با انگیزه‌های آن، محال است..
توتالیتاریسم دینی، در جنگی چ…",0
1661838198400491520,"RT @glinliin007: 喜馬拉雅之歌

在所有的山頭中，你距上天最近
在紛亂的土地上，你離塵埃最遠
你用頑石頂住高寒的襲擊
你把夢想託付滔滔大河
從雪域沿途澆灌大地
將寂寞留給自己
派遣浪花奔向藍色大海
那是你凍不死的抱負 
https://t.co/U7rcJfx3…",0
